"CDRCONTMUTL","REF_CONT","REF_CRDT","CLIENT_ID","CURR","CATG","CONT_DATE","VAL_DATE","MATR_DATE","LIMT_REF","COMP","ACCT_OFFC","INTR_KEY","TIEG","INTR_SPREAD","TAUX_BASE","MARG","INTR_RATE","TYPE_ENG","REF_TITR","MONT_DEBL","AUTR_ID","CDRAUTR","CDRCUST","CDRTYPENG","CDRCURR","CDRCATG","CDRTITR","DATDEBVLD","DATFINVLD","VERSION_ACTUELLE","VERSION_NUMBER","DATCHG"
3045644,"8914650063","8914650063","1000387",USD,"3981","2017-05-26 00:00:00.0","2017-05-26 00:00:00.0",,"11119.01","8914650063","71",,,,,,,AC11100,,,A,2878682,941085,858,18,5380,0,20250930,99991231,1,1,20260316
2953436,"8914053685","8914053685","1000389",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914053685","37",,,,,,,AC11100,"08508000374011499825",,A,2878682,951108,858,2,4682,-1,20250930,99991231,1,1,20260316
2953442,"8914053828","8914053828","1000392",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914053828","4",,,,,,,AC11100,"08206000044005878750",,A,2878682,941897,858,2,4682,-1,20250930,99991231,1,1,20260316
107442,MG2512800327,MG2512800327,"1000394",TND,"25007","2025-05-12 00:00:00.0","2025-05-12 00:00:00.0","2030-07-01 00:00:00.0","55159.01","8914053774","38",,"10.137",,"7.5","2.25","9.75",TF57701,"90251280032700890129","20000.000",DC2509800227,-1,946184,676,2,4914,202761,20250930,99991231,1,1,20260316
2092525,PDMG2512800327,MG2512800327,"1000394",TND,"25007","2025-07-01 00:00:00.0","2025-07-01 00:00:00.0","2030-07-01 00:00:00.0","9997.01","8914053774","38","21",,"5",,"5",,TF57701,,,,0,946184,676,2,4914,0,20250930,99991231,1,1,20260325
2953439,"8914053774","8914053774","1000394",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11112.01","8914053774","38",,,,,,,AC11100,"08901000382006222043",,A,2878682,946184,858,2,3803,-1,20250930,99991231,1,1,20260316
2954994,"8914150168","8914150168","1000394",TND,"3439","2017-03-01 00:00:00.0","2017-03-01 00:00:00.0",,"11180.01","8914150168","38",,,,,,,AC43900,,,A,2878682,946184,859,2,4854,0,20250930,99991231,1,1,20260316
3702937,"8927445728","8927445728","1000394",TND,"6500","2025-05-12 00:00:00.0","2025-05-12 00:00:00.0",,"11119.01","8927445728","38",,,,,,,AC11100,"08901000384004725265",,A,2878682,946184,858,2,4682,-1,20250930,99991231,1,1,20260316
2953440,"8914053782","8914053782","1000395",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914053782","9",,,,,,,AC11100,"08905000094005171154",,A,2878682,945759,858,2,4682,-1,20250930,99991231,1,1,20260316
2953449,"8914054002","8914054002","1000397",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054002","122",,,,,,,AC11100,"08030012024500356666",,A,2878682,944798,858,2,4023,-1,20250930,99991231,1,1,20260316
2953443,"8914053839","8914053839","1000398",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914053839","216",,,,,,,AC11100,"08062021064003696053",,A,2878682,941113,858,2,4682,-1,20250930,99991231,1,1,20260316
2953444,"8914053847","8914053847","1000401",USD,"1060","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914053847","71",,,,,,,AC11100,"08003000715117184793",,A,2878682,943254,858,18,3464,-1,20250930,99991231,1,1,20260316
3078778,"8915286365","8915286365","1000401",USD,"3981","2017-08-24 00:00:00.0","2017-08-24 00:00:00.0",,"11119.01","8915286365","71",,,,,,,AC11100,,,A,2878682,943254,858,18,5380,0,20250930,99991231,1,1,20260316
2953446,"8914053917","8914053917","1000404",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914053917","52",,,,,,,AC11100,"08203000524500306679",,A,2878682,944698,858,2,4023,-1,20250930,99991231,1,1,20260316
2953451,"8914054061","8914054061","1000407",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054061","23",,,,,,,AC11100,"08503000234012664833",,A,2878682,947669,858,2,4682,-1,20250930,99991231,1,1,20260316
3559500,"8926501233","8926501233","1000409",TND,"6500","2024-07-09 00:00:00.0","2024-07-09 00:00:00.0",,"11119.01","8926501233","291",,,,,,,AC11100,"08120029014001851064",,A,2878682,948173,858,2,4682,-1,20250930,99991231,1,1,20260316
2953452,"8914054096","8914054096","1000410",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054096","222",,,,,,,AC11100,"08066022024001936148",,A,2878682,945867,858,2,4682,-1,20250930,99991231,1,1,20260316
2953450,"8914054053","8914054053","1000413",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11113.01","8914054053","75",,,,,,,AC11100,"08105000752009609922",,A,2878682,942158,858,2,3803,-1,20250930,99991231,1,1,20260316
3028719,"8915591125","8915591125","1000413",TND,"3439","2017-10-13 00:00:00.0","2017-10-13 00:00:00.0",,"11180.01","8915591125","75",,,,,,,AC43900,,,A,2878682,942158,859,2,4854,0,20250930,99991231,1,1,20260316
2954578,"8914054107","8914054107","1000415",USD,"1060","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054107","71",,,,,,,AC11100,"08003000715117185569",,A,2878682,945825,858,18,3464,-1,20250930,99991231,1,1,20260316
3087442,"8914348677","8914348677","1000415",USD,"3981","2017-04-05 00:00:00.0","2017-04-05 00:00:00.0",,"11119.01","8914348677","71",,,,,,,AC11100,,,A,2878682,945825,858,18,5380,0,20250930,99991231,1,1,20260316
49816,MG2521000313,MG2521000313,"1000416",TND,"25007","2025-07-29 00:00:00.0","2025-07-29 00:00:00.0","2030-09-03 00:00:00.0","55159.01","8914054118","28",,"13.322",,"7.5","4.75","12.25",TF57701,"90252100031300830378","21000.000",DC2519900063,-1,942201,676,2,4914,158243,20250930,99991231,1,1,20260316
2131342,PDMG2521000313,MG2521000313,"1000416",TND,"25007","2025-09-03 00:00:00.0","2025-09-03 00:00:00.0","2030-09-03 00:00:00.0","9997.01","8914054118","28","21",,"5",,"5",,TF57701,,,,0,942201,676,2,4914,0,20250930,99991231,1,1,20260325
2954579,"8914054118","8914054118","1000416",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11112.01","8914054118","28",,,,,,,AC11100,"08303000282007172010",,A,2878682,942201,858,2,3803,-1,20250930,99991231,1,1,20260316
3104254,"8914270856","8914270856","1000416",TND,"3439","2017-03-23 00:00:00.0","2017-03-23 00:00:00.0",,"11180.01","8914270856","28",,,,,,,AC43900,,,A,2878682,942201,859,2,4854,0,20250930,99991231,1,1,20260316
2954582,"8914054169","8914054169","1000418",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11112.01","8914054169","213",,,,,,,AC11100,"08059021032001199429",,A,2878682,946265,858,2,3803,-1,20250930,99991231,1,1,20260316
3247661,"8917147745","8917147745","1000418",TND,"3439","2018-08-28 00:00:00.0","2018-08-28 00:00:00.0",,"11180.01","8917147745","213",,,,,,,AC43900,,,A,2878682,946265,859,2,4854,0,20250930,99991231,1,1,20260316
54314,MG2108900448,MG2108900448,"1000420",TND,"25007","2021-04-07 00:00:00.0","2021-04-07 00:00:00.0","2026-04-26 00:00:00.0","55159.01","8914054142","293","21","8.5663","2","6.23","2","9.5",NP57701,"90210890044800812679","10000.000",DC2108900125,-1,946223,826,2,4914,182699,20250930,99991231,1,1,20260316
2954580,"8914054142","8914054142","1000420",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11112.01","8914054142","293",,,,,,,AC11100,"08126029032000619640",,A,2878682,946223,858,2,3803,-1,20250930,99991231,1,1,20260316
2954581,"8914054158","8914054158","1000421",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054158","235",,,,,,,AC11100,"08077023054500361420",,A,2878682,946043,858,2,4023,-1,20250930,99991231,1,1,20260316
2954584,"8914054215","8914054215","1000422",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054215","305",,,,,,,AC11100,"08131030054000402501",,A,2878682,942898,858,2,4682,-1,20250930,99991231,1,1,20260316
2954586,"8914054274","8914054274","1000427",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054274","24",,,,,,,AC11100,"08504000244015218264",,A,2878682,940053,858,2,4682,-1,20250930,99991231,1,1,20260316
3551633,"8927128854","8927128854","1000428",TND,"6500","2025-01-27 00:00:00.0","2025-01-27 00:00:00.0",,"11119.01","8927128854","288",,,,,,,AC11100,"08119028084002204090",,A,2878682,948001,858,2,4682,-1,20250930,99991231,1,1,20260316
2954588,"8914054312","8914054312","1000429",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054312","309",,,,,,,AC11100,"08138030094000385015",,A,2878682,941047,858,2,4682,-1,20250930,99991231,1,1,20260316
3595165,"8926241851","8926241851","1000429",TND,"1010","2024-04-22 00:00:00.0","2024-04-22 00:00:00.0",,"11112.01","8926241851","309",,,,,,,AC11100,"08138030092001584488",,A,2878682,941047,858,2,3803,-1,20250930,99991231,1,1,20260316
266001,LD2512832600,LD2512832600,"1000430",TND,"21009","2025-05-08 00:00:00.0","2025-05-08 00:00:00.0","2027-05-08 00:00:00.0","9100.01","8927358124","23",,,,null,null,,,,"300000",,0,944430,0,2,3170,0,20250930,99991231,1,1,20260316
3752436,"8927358124","8927358124","1000430",TND,"1010","2025-04-15 00:00:00.0","2025-04-15 00:00:00.0",,"11112.01","8927358124","23",,,,,,,AC11100,"08503000232017396852",,A,2878682,944430,858,2,3803,-1,20250930,99991231,1,1,20260316
2954591,"8914054363","8914054363","1000433",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054363","2",,,,,,,AC11100,"08400000024002030082",,A,2878682,944272,858,2,4682,-1,20250930,99991231,1,1,20260316
2954593,"8914054387","8914054387","1000434",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054387","277",,,,,,,AC11100,"08099027074001155064",,A,2878682,944372,858,2,4682,-1,20250930,99991231,1,1,20260316
2954592,"8914054371","8914054371","1000435",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054371","279",,,,,,,AC11100,"08098027094001226888",,A,2878682,944875,858,2,4682,-1,20250930,99991231,1,1,20260316
2955732,"8914054509","8914054509","1000439",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054509","257",,,,,,,AC11100,"08089025074001489391",,A,2878682,943779,858,2,4682,-1,20250930,99991231,1,1,20260316
3069686,"8915222553","8915222553","1000439",TND,"3439","2017-08-14 00:00:00.0","2017-08-14 00:00:00.0",,"11180.01","8915222553","257",,,,,,,AC43900,,,A,2878682,943779,859,2,4854,0,20250930,99991231,1,1,20260316
2442368,"8904340635","8904340635","100044",TND,"1010","1998-10-30 00:00:00.0","1998-10-30 00:00:00.0",,"11112.01","8904340635","107",,,,,,,AC11100,"08016010072002476977",,A,2878682,241535,858,2,3803,-1,20250930,99991231,1,1,20260316
2444385,"8904374998","8904374998","100044",TND,"6500","2005-01-24 00:00:00.0","2005-01-24 00:00:00.0",,"11119.01","8904374998","107",,,,,,,AC11100,"08016010074003108767",,A,2878682,241535,858,2,4682,-1,20250930,99991231,1,1,20260316
2955725,"8914054417","8914054417","1000440",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054417","68",,,,,,,AC11100,"08009000684500436457",,A,2878682,940787,858,2,4023,-1,20250930,99991231,1,1,20260316
2955729,"8914054468","8914054468","1000441",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054468","32",,,,,,,AC11100,"08802000324010914928",,A,2878682,941149,858,2,4682,-1,20250930,99991231,1,1,20260316
2955727,"8914054444","8914054444","1000442",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054444","135",,,,,,,AC11100,"08042013054003066029",,A,2878682,940062,858,2,4682,-1,20250930,99991231,1,1,20260316
2955731,"8914054495","8914054495","1000443",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054495","254",,,,,,,AC11100,"08086025044001574063",,A,2878682,940063,858,2,4682,-1,20250930,99991231,1,1,20260316
2955733,"8914054525","8914054525","1000445",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054525","68",,,,,,,AC11100,"08009000684500437233",,A,2878682,945102,858,2,4023,-1,20250930,99991231,1,1,20260316
2955735,"8914054576","8914054576","1000447",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054576","15",,,,,,,AC11100,"08603000154004062839",,A,2878682,944857,858,2,4682,-1,20250930,99991231,1,1,20260316
2955734,"8914054541","8914054541","1000449",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054541","235",,,,,,,AC11100,"08077023054500362293",,A,2878682,940436,858,2,4023,-1,20250930,99991231,1,1,20260316
2955739,"8914054638","8914054638","1000450",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11112.01","8914054638","2",,,,,,,AC11100,"08400000022003951041",,A,2878682,943852,858,2,3803,-1,20250930,99991231,1,1,20260316
2944857,"8914124566","8914124566","1000451",TND,"3439","2017-02-24 00:00:00.0","2017-02-24 00:00:00.0",,"11180.01","8914124566","56",,,,,,,AC43900,,,A,2878682,945306,859,2,4854,0,20250930,99991231,1,1,20260316
3011405,"8916572566","8916572566","1000451",TND,"6500","2018-04-02 00:00:00.0","2018-04-02 00:00:00.0",,"11119.01","8916572566","56",,,,,,,AC11100,"08205000564004201154",,A,2878682,945306,858,2,4682,-1,20250930,99991231,1,1,20260316
2955738,"8914054622","8914054622","1000453",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11112.01","8914054622","298",,,,,,,AC11100,"08127029082001304073",,A,2878682,947965,858,2,3803,-1,20250930,99991231,1,1,20260316
2955741,"8914054681","8914054681","1000453",EUR,"1060","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054681","298",,,,,,,AC11100,"08127029085100051620",,A,2878682,947965,858,7,3464,-1,20250930,99991231,1,1,20260316
2944941,"8914138109","8914138109","1000455",TND,"3439","2017-02-27 00:00:00.0","2017-02-27 00:00:00.0",,"11180.01","8914138109","15",,,,,,,AC43900,,,A,2878682,942055,859,2,4854,0,20250930,99991231,1,1,20260316
3035466,"8914709807","8914709807","1000455",TND,"6500","2017-06-08 00:00:00.0","2017-06-08 00:00:00.0",,"11119.01","8914709807","15",,,,,,,AC11100,"08603000154003834889",,A,2878682,942055,858,2,4682,-1,20250930,99991231,1,1,20260316
3128809,"8918268821","8918268821","1000455",TND,"1010","2019-04-15 00:00:00.0","2019-04-15 00:00:00.0",,"11112.01","8918268821","108",,,,,,,AC11100,"08005010082030517019",,A,2878682,942055,858,2,3803,-1,20250930,99991231,1,1,20260316
3208324,"8918482987","8918482987","1000455",TND,"3439","2019-06-19 00:00:00.0","2019-06-19 00:00:00.0",,"11180.01","8918482987","108",,,,,,,AC43900,,,A,2878682,942055,859,2,4854,0,20250930,99991231,1,1,20260316
3535759,"8923690574","8923690574","1000456",TND,"6500","2022-02-04 00:00:00.0","2022-02-04 00:00:00.0",,"11119.01","8923690574","236",,,,,,,AC11100,"08079023064003676758",,A,2878682,942148,858,2,4682,-1,20250930,99991231,1,1,20260316
2956884,"8914054727","8914054727","1000457",TNC,"1009","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054727","254",,,,,,,AC11100,"08086025045200064062",,A,2878682,947673,858,21,4445,-1,20250930,99991231,1,1,20260316
184437,LD2516852439,LD2516852439,"100046",TND,"21007","2025-06-17 00:00:00.0","2025-06-17 00:00:00.0","2025-09-17 00:00:00.0","9100.01","8925634418","316",,,,null,null,,,,"400000",,0,446072,0,2,3772,0,20250930,99991231,1,1,20260316
2447521,"8904408914","8904408914","100046",TND,"6500","1983-10-04 00:00:00.0","1983-10-04 00:00:00.0",,"11119.01","8904408914","108",,,,,,,AC11100,"08005010084000942912",,A,2878682,446072,858,2,4682,-1,20250930,99991231,1,1,20260316
3675019,"8925634418","8925634418","100046",TND,"1010","2023-10-16 00:00:00.0","2023-10-16 00:00:00.0",,"11113.01","8925634418","316",,,,,,,AC11100,"08144031062001210574",,A,2878682,446072,858,2,3803,-1,20250930,99991231,1,1,20260316
3594218,"8926252608","8926252608","100046",TND,"6500","2024-04-25 00:00:00.0","2024-04-25 00:00:00.0",,"11119.01","8926252608","316",,,,,,,AC11100,"08144031064000742675",,A,2878682,446072,858,2,4682,-1,20250930,99991231,1,1,20260316
3028836,"8915623159","8915623159","1000461",TND,"1010","2017-10-19 00:00:00.0","2017-10-19 00:00:00.0",,"11113.01","8915623159","40",,,,,,,AC11100,"08700000402014005055",,A,2878682,942765,858,2,3803,-1,20250930,99991231,1,1,20260316
3025407,"8915650946","8915650946","1000461",TND,"3439","2017-10-24 00:00:00.0","2017-10-24 00:00:00.0",,"11180.01","8915650946","40",,,,,,,AC43900,,,A,2878682,942765,859,2,4854,0,20250930,99991231,1,1,20260316
3388306,"8919578034","8919578034","1000461",TND,"1019","2020-03-04 00:00:00.0","2020-03-04 00:00:00.0",,"11119.01","8919578034","40",,,,,,,AC11100,"08700000401300447738",,A,2878682,942765,858,2,4677,-1,20250930,99991231,1,1,20260316
313578,LD1711662013,LD1711662013,"1000463",TND,"21062","2017-04-26 00:00:00.0","2017-04-26 00:00:00.0","2037-04-20 00:00:00.0","55173.01","8914054789","58","21",,"2",null,null,,,,"81000",CRP1704828935.T01,-1,946988,0,2,3977,0,20250930,99991231,1,1,20260316
357708,LD2034976763,LD2034976763,"1000463",TND,"21062","2020-12-01 00:00:00.0","2020-12-01 00:00:00.0","2037-07-20 00:00:00.0","5800.01","8914054789","58","28",,"2",null,null,,,,"2477.257",,0,946988,0,2,3977,0,20250930,99991231,1,1,20260316
264871,LD2313959530,LD2313959530,"1000463",TND,"21062","2023-05-19 00:00:00.0","2023-05-19 00:00:00.0","2035-05-25 00:00:00.0","55173.01","8914054789","58","29",,"1.75",null,null,,,,"35000",CRP2230182984.T01,-1,946988,0,2,3977,0,20250930,99991231,1,1,20260316
69309,MG2325600080,MG2325600080,"1000463",TND,"25007","2023-09-13 00:00:00.0","2023-09-13 00:00:00.0","2028-10-22 00:00:00.0","55159.01","8914054789","58",,"11.088",,"8","2.50","10.50",TF57701,"90232560008000830837","5000.000",DC2325500101,-1,946988,676,2,4914,47244,20250930,99991231,1,1,20260316
2215118,PDLD1711662013,LD1711662013,"1000463",TND,"21062","2017-06-20 00:00:00.0","2017-06-20 00:00:00.0","2037-04-20 00:00:00.0","9997.01","8914054789","58","21",,"5",,"5",,NP72402,,,,0,946988,181,2,3977,0,20250930,99991231,1,1,20260325
2199951,PDLD2313959530,LD2313959530,"1000463",TND,"21062","2023-06-25 00:00:00.0","2023-06-25 00:00:00.0","2035-05-25 00:00:00.0","9997.01","8914054789","58","21",,"5",,"5",,PN72411,,,,0,946988,479,2,3977,0,20250930,99991231,1,1,20260325
2217435,PDMG2325600080,MG2325600080,"1000463",TND,"25007","2023-10-20 00:00:00.0","2023-10-20 00:00:00.0","2028-10-22 00:00:00.0","9997.01","8914054789","58","21",,"5",,"5",,TF57701,,,,0,946988,676,2,4914,0,20250930,99991231,1,1,20260325
2956887,"8914054789","8914054789","1000463",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11113.01","8914054789","58",,,,,,,AC11100,"08308000582002985444",,A,2878682,946988,858,2,3803,-1,20250930,99991231,1,1,20260316
3101529,"8914467064","8914467064","1000463",TND,"6500","2017-04-26 00:00:00.0","2017-04-26 00:00:00.0",,"11119.01","8914467064","58",,,,,,,AC11100,"08308000584001483719",,A,2878682,946988,858,2,4682,-1,20250930,99991231,1,1,20260316
3041793,"8914551375","8914551375","1000463",TND,"3439","2017-05-11 00:00:00.0","2017-05-11 00:00:00.0",,"11180.01","8914551375","58",,,,,,,AC43900,,,A,2878682,946988,859,2,4854,0,20250930,99991231,1,1,20260316
2956888,"8914054808","8914054808","1000464",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054808","237",,,,,,,AC11100,"08080023074001058731",,A,2878682,944866,858,2,4682,-1,20250930,99991231,1,1,20260316
3293953,"8923143395","8923143395","1000464",EUR,"1060","2021-09-17 00:00:00.0","2021-09-17 00:00:00.0",,"11119.01","8923143395","237",,,,,,,AC11100,"08080023075100223349",,A,2878682,944866,858,7,3464,-1,20250930,99991231,1,1,20260316
2956885,"8914054762","8914054762","1000466",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054762","61",,,,,,,AC11100,"08003000614026506128",,A,2878682,948336,858,2,4682,-1,20250930,99991231,1,1,20260316
2946881,"8914093307","8914093307","1000467",TND,"1000","2017-02-20 00:00:00.0","2017-02-20 00:00:00.0",,"11111.01","8914093307","288",,,,,,,AC11100,"08119028081000022080",,A,2878682,1341912,858,2,4133,-1,20250930,99991231,1,1,20260316
3089015,"8914412723","8914412723","1000469",TND,"1000","2017-04-17 00:00:00.0","2017-04-17 00:00:00.0",,"11111.01","8914412723","15",,,,,,,AC11100,"08603000151002376111",,A,2878682,1460647,858,2,4133,-1,20250930,99991231,1,1,20260316
72049,MG2410300323,MG2410300323,"1000472",TND,"25007","2024-04-12 00:00:00.0","2024-04-12 00:00:00.0","2029-05-28 00:00:00.0","55159.01","8914054843","55",,"10.332",,"7.96","2","9.96",TF57701,"90241030032300820177","16000.000",DC2409200009,-1,940590,676,2,4914,192563,20250930,99991231,1,1,20260316
2220404,PDMG2410300323,MG2410300323,"1000472",TND,"25007","2025-09-29 00:00:00.0","2025-09-29 00:00:00.0","2029-05-28 00:00:00.0","9997.01",,"55","21",,"5",,"5",,TF57701,,,,0,940590,676,2,4914,0,20250930,99991231,1,1,20260325
2956890,"8914054843","8914054843","1000472",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11112.01","8914054843","55",,,,,,,AC11100,"08201000552006592113",,A,2878682,940590,858,2,3803,-1,20250930,99991231,1,1,20260316
2957086,"8914157073","8914157073","1000472",TND,"3439","2017-03-02 00:00:00.0","2017-03-02 00:00:00.0",,"11180.01","8914157073","55",,,,,,,AC43900,,,A,2878682,940590,859,2,4854,0,20250930,99991231,1,1,20260316
3052091,"8916181125","8916181125","1000472",TND,"6500","2018-01-23 00:00:00.0","2018-01-23 00:00:00.0",,"11119.01","8916181125","55",,,,,,,AC11100,"08201000554006480883",,A,2878682,940590,858,2,4682,-1,20250930,99991231,1,1,20260316
2956892,"8914054916","8914054916","1000476",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054916","1",,,,,,,AC11100,"08301000014500471317",,A,2878682,941348,858,2,4023,-1,20250930,99991231,1,1,20260316
2446135,"8904414892","8904414892","100048",TND,"1010","2001-01-31 00:00:00.0","2001-01-31 00:00:00.0",,"11112.01","8904414892","108",,,,,,,AC11100,"08005010082010537541",,A,2878682,239807,858,2,3803,-1,20250930,99991231,1,1,20260316
3095000,"8914471878","8914471878","100048",TND,"6500","2017-04-26 00:00:00.0","2017-04-26 00:00:00.0",,"11119.01","8914471878","114",,,,,,,AC11100,"08010011044001646471",,A,2878682,239807,858,2,4682,-1,20250930,99991231,1,1,20260316
2956894,"8914054975","8914054975","1000482",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914054975","75",,,,,,,AC11100,"08105000754009163848",,A,2878682,940186,858,2,4682,-1,20250930,99991231,1,1,20260316
3086654,"8914403902","8914403902","1000484",TND,"1000","2017-04-14 00:00:00.0","2017-04-14 00:00:00.0",,"11111.01","8914403902","70",,,,,,,AC11100,"08101000701009508046",,A,2878682,1335655,858,2,4133,-1,20250930,99991231,1,1,20260316
74324,MG2235000064,MG2235000064,"1000486",TND,"25007","2022-12-19 00:00:00.0","2022-12-19 00:00:00.0","2028-01-22 00:00:00.0","55171.01","8914055017","284",,"10.849",,"7.27","3","10.27",TF57799,"90223500006400811579","19000.000",DC2233900041,-1,942199,677,2,4914,83045,20250930,99991231,1,1,20260316
2182870,PDMG2235000064,MG2235000064,"1000486",TND,"25007","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","2028-01-22 00:00:00.0","9997.01","8914055017","284","21",,"5",,"5",,TF57799,,,,0,942199,677,2,4914,0,20250930,99991231,1,1,20260325
2956895,"8914055017","8914055017","1000486",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11113.01","8914055017","284",,,,,,,AC11100,"08115028042001035781",,A,2878682,942199,858,2,3803,-1,20250930,99991231,1,1,20260316
3102656,"8914462704","8914462704","1000486",TND,"3439","2017-04-25 00:00:00.0","2017-04-25 00:00:00.0",,"11180.01","8914462704","284",,,,,,,AC43900,,,A,2878682,942199,859,2,4854,0,20250930,99991231,1,1,20260316
302554,LD2107022823,LD2107022823,"100049",TND,"21062","2021-03-11 00:00:00.0","2021-03-11 00:00:00.0","2028-03-09 00:00:00.0","55172.01","8904414957","108","29",,"2",null,null,,,,"100000",CRP2104167428.T01,-1,242064,0,2,3977,0,20250930,99991231,1,1,20260316
77878,MG2116800014,MG2116800014,"100049",TND,"25005","2021-06-17 00:00:00.0","2021-06-17 00:00:00.0","2026-06-30 00:00:00.0","55171.01","8904414957","108","21","9.0488","2.25","6.25","2.25","9.75",NP57201,"90211680001400800573","100000.000",DC2116700128,-1,242064,824,2,4913,76541,20250930,99991231,1,1,20260316
2116315,PDLD2107022823,LD2107022823,"100049",TND,"21062","2021-08-09 00:00:00.0","2021-08-09 00:00:00.0","2028-03-09 00:00:00.0","9997.01","8904414957","108","21",,"5",,"5",,NP72499,,,,0,242064,182,2,3977,0,20250930,99991231,1,1,20260325
2197802,PDMG2116800014,MG2116800014,"100049",TND,"25005","2021-06-30 00:00:00.0","2021-06-30 00:00:00.0","2026-06-30 00:00:00.0","9997.01","8904414957","108","21",,"5",,"5",,NP57201,,,,0,242064,824,2,4913,0,20250930,99991231,1,1,20260325
2446138,"8904414957","8904414957","100049",TND,"1010","2000-12-08 00:00:00.0","2000-12-08 00:00:00.0",,"11113.01","8904414957","108",,,,,,,AC11100,"08005010082010566932",,A,2878682,242064,858,2,3803,-1,20250930,99991231,1,1,20260316
3395281,"8919380188","8919380188","100049",EUR,"1151","2020-01-10 00:00:00.0","2020-01-10 00:00:00.0",,"11119.01","8919380188","108",,,,,,,AC11100,"08005010085700801952",,A,2878682,242064,858,7,3797,-1,20250930,99991231,1,1,20260316
3378450,"8919422786","8919422786","100049",EUR,"3981","2020-01-24 00:00:00.0","2020-01-24 00:00:00.0",,"11119.01","8919422786","108",,,,,,,AC11100,,,A,2878682,242064,858,7,5380,0,20250930,99991231,1,1,20260316
2958021,"8914055157","8914055157","1000491",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914055157","17",,,,,,,AC11100,"08004000174090877051",,A,2878682,945290,858,2,4682,-1,20250930,99991231,1,1,20260316
